disease_OMIM_ID	disease_name
193100	$Hypophosphatemic rickets, autosomal dominant$
193220	$Microcornea, rod-cone dystrophy, cataract, and posterior staphyloma$
193230	Snowflake vitreoretinal degeneration
193235	$Vitreoretinopathy, neovascular inflammatory$
193300	$von Hippel-Lindau syndrome, modifier of$
193400	$von Willebrand disease, type 1$
193500	$Waardenburg syndrome, type 1$
193510	$Waardenburg syndrome, type 2A$
193520	Watson syndrome
193530	Weyers acrofacial dysostosis
193670	WHIM syndrome
193700	$Arthrogryposis, distal, type 2A$
193900	White sponge nevus 1
194070	$Wilms tumor, somatic$
194071	Wilms tumor 2
194080	Denys-Drash syndrome
194200	Wolff-Parkinson-White syndrome
194300	$Woolly hair, autosomal dominant$
194380	Dehydrated hereditary stomatocytosis with or without pseudohyperkalemia and/or perinatal edema
2	$Cone dystrophy, progressive X-linked$
20	$Mental retardation, X-linke$
200100	Abetalipoproteinemia
200110	Ablepharon-macrostomia syndrome
200150	Choreoacanthocytosis
200500	Acheiropody
200600	$Achondrogenesis, type IA$
200610	$Achondrogenesis, type II or hypochondrogenesis$
200700	$Chondrodysplasia, Grebe type$
200950	Lysosomal acid phosphatase deficiency
200990	Joubert syndrome 12
201000	Carpenter syndrome
201100	Acrodermatitis enteropathica
201250	$Acromesomelic dysplasia, Hunter-Thompson type$
201300	$Neuropathy, hereditary sensory and autonomic, type II$
201400	Adrenocorticotropic hormone deficiency
201450	$Acyl-CoA dehydrogenase, medium chain, deficiency of$
201470	$Acyl-CoA dehydrogenase, short-chain, deficiency of$
201475	VLCAD deficiency
201710	Lipoid adrenal hyperplasia
201750	Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis
201810	$Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency$
201910	$Hyperandrogenism, nonclassic type, due to 21-hydroxylase deficiency$
202010	$Adrenal hyperplasia, congenital, due to 11-beta-hydroxylase deficiency$
202110	$17,20-lyase deficiency, isolated$
202200	$Glucocorticoid deficiency, due to ACTH unresponsiveness$
202300	Adrenal cortical carcinoma
202370	Peroxisome biogenesis disorder 2B
202400	$Afibrinogenemia, congenital$
202650	Agnathia-otocephaly complex
202700	$Neutropenia, severe congenital 1, autosomal dominant$
203100	$Albinism, oculocutaneous, type IA$
203200	$Albinism, oculocutaneous, type II, modifier of$
203290	$Albinism, oculocutaneous, type III$
203300	Hermansky-Pudlak syndrome 1
203400	$Hypoaldosteronism, congenital, due to CMO I deficiency$
203450	Alexander disease
203500	Alkaptonuria
203655	Alopecia universalis
203700	Mitochondrial DNA depletion syndrome 4A (Alpers type)
203740	Alpha-ketoglutarate dehydrogenase deficiency
203750	Alpha-methylacetoacetic aciduria
203780	$Alport syndrome, autosomal recessive$
203800	Alstrom syndrome
204000	Leber congenital amaurosis 1
204100	Leber congenital amaurosis 2
204200	$Ceroid lipofuscinosis, neuronal, 3$
204300	$Ceroid lipofuscinosis, neuronal, Kufs type, adult onset$
204500	$Ceroid lipofuscinosis, neuronal, 2$
204650	$Amelogenesis imperfecta, type IC$
204690	$Amelogenesis imperfecta, type IG (enamel-renal syndrome)$
204700	$Amelogenesis imperfecta, type IIA1$
204750	2-aminoadipic 2-oxoadipic aciduria
204870	$Corneal dystrophy, gelatinous drop-like$
205100	$Amyotrophic lateral sclerosis 2, juvenile$
205400	Tangier disease
205950	$Anemia, sideroblastic, 2, pyridoxine-refractory$
206100	$Anemia, hypochromic microcytic, with iron overload 1$
206200	Iron-refractory iron deficiency anemia
206700	Gillespie syndrome
206800	Anonychia congenita
206900	Optic nerve hypoplasia and abnormalities of the central nervous system
206920	Microphthalmia with limb anomalies
207410	Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis
207750	$Hyperlipoproteinemia, type Ib$
207800	Argininemia
207900	Argininosuccinic aciduria
208000	$Arterial calcification, generalized, of infancy, 1$
208050	Arterial tortuosity syndrome
208085	$Arthrogryposis, renal dysfunction, and cholestasis 1$
208150	Fetal akinesia deformation sequence
208230	Spondyloepiphyseal dysplasia tarda with progressive arthropathy
208250	Camptodactyly-arthropathy-coxa vara-pericarditis syndrome
208400	Aspartylglucosaminuria
208530	Right atrial isomerism
208540	Renal-hepatic-pancreatic dysplasia 1
208550	Asthma and nasal polyps
208900	Ataxia-telangiectasia
208920	$Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia$
209300	Atransferrinemia
209500	Atrichia with papular lesions
209880	$Central hypoventilation syndrome, congenital$
209885	Barber-Say syndrome
209900	Bardet-Biedl syndrome 1
209920	$MHC class II deficiency, complementation group B$
209950	$Immunodeficiency 27A, mycobacteriosis, AR$
21	$Cardiomyopathy, hypertrophic$
210000	Behr syndrome
210200	3-Methylcrotonyl-CoA carboxylase 1 deficiency
210210	3-Methylcrotonyl-CoA carboxylase 2 deficiency
210250	Sitosterolemia
210370	Bietti crystalline corneoretinal dystrophy
210600	Seckel syndrome 1
210710	$Microcephalic osteodysplastic primordial dwarfism, type I$
210720	$Microcephalic osteodysplastic primordial dwarfism, type II$
210750	$[Skin/hair/eye pigmentation 6, blue/green eyes]$
210900	Bloom syndrome
211180	Bowen-Conradi syndrome
211400	Bronchiectasis with or without elevated sweat chloride 1
211500	Fazio-Londe disease
211530	Brown-Vialetto-Van Laere syndrome 1
211600	$Cholestasis, progressive familial intrahepatic 1$
211750	C syndrome
211800	Calcification of joints and arteries
211900	$Tumoral calcinosis, hyperphosphatemic$
211980	$Lung cancer, resistance to$
212050	$Candidiasis, familial, 2, autosomal recessive$
212065	$Congenital disorder of glycosylation, type Ia$
212066	$Congenital disorder of glycosylation, type IIa$
212070	Carboxypeptidase N deficiency
212112	Malouf syndrome
212138	Carnitine-acylcarnitine translocase deficiency
212140	$Carnitine deficiency, systemic primary$
212350	Sengers syndrome
212500	$Cataract 46, juvenile-onset$
212550	Optic disc anomalies with retinal and/or macular dystrophy
212720	Martsolf syndrome
212750	$Celiac disease, susceptibility to$
212780	Cenani-Lenz syndactyly syndrome
212840	Cerebellar ataxia and hypogonadotropic hypogonadism
213200	$Spinocerebellar ataxia, autosomal recessive 2$
213300	Joubert syndrome 1
213600	$Basal ganglia calcification, idiopathic, 1$
213700	Cerebrotendinous xanthomatosis
213980	$Craniofacial dysmorphism, skeletal anomalies, and mental retardation syndrome$
214100	Peroxisome biogenesis disorder 1A (Zellweger)
214110	Peroxisome biogenesis disorder 2A (Zellweger)
214150	Cerebrooculofacioskeletal syndrome 1
214300	Klippel-Feil syndrome 2
214400	$Charcot-Marie-Tooth disease, type 4A$
214450	$Griscelli syndrome, type 1$
214500	Chediak-Higashi syndrome
214700	$Diarrhea 1, secretory chloride, congenital$
214800	CHARGE syndrome
214950	$Bile acid synthesis defect, congenital, 4$
215045	$Chondrodysplasia, Blomstrand type$
215100	$Rhizomelic chondrodysplasia punctata, type 1$
215140	Greenberg skeletal dysplasia
215150	Otospondylomegaepiphyseal dysplasia
215300	Chondrosarcoma
215470	Boucher-Neuhauser syndrome
215600	$Cirrhosis, noncryptogenic, susceptibility to$
215700	Citrullinemia
216340	Yunis-Varon syndrome
216360	COACH syndrome
216400	$Cockayne syndrome, type A$
216550	Cohen syndrome
216820	$Coloboma, ocular, autosomal recessive$
216900	Achromatopsia 2
217000	C2 deficiency
217080	Jalili syndrome
217085	$Congenital heart defects, hamartomas of tongue, and polysyndactyly$
217090	$Plasminogen deficiency, type I$
217095	Conotruncal anomaly face syndrome
217300	$Cornea plana 2, autosomal recessive$
217400	Corneal endothelial dystrophy and perceptive deafness
217700	$Corneal endothelial dystrophy, autosomal recessive$
217800	Macular corneal dystrophy
218000	Agenesis of the corpus callosum with peripheral neuropathy
218030	Apparent mineralocorticoid excess
218040	Congenital myopathy with excess of muscle spindles
218330	Cranioectodermal dysplasia 1
218340	Temtamy syndrome
218400	$Craniometaphyseal dysplasia, autosomal recessive$
218600	Baller-Gerold syndrome
218700	$Hypothyroidism, congenital, due to thyroid dysgenesis or hypoplasia$
218800	$Crigler-Najjar syndrome, type I$
219000	Fraser syndrome
219050	Cryptorchidism
219080	ACTH-independent macronodular adrenal hyperplasia
219090	$Pituitary adenoma, ACTH-secreting$
219100	$Cutis laxa, autosomal recessive, type IA$
219150	$Cutis laxa, autosomal recessive, type IIIA$
219200	$Cutis laxa, autosomal recessive, type IIA$
219500	Cystathioninuria
219700	$Cystic fibrosis lung disease, modifier of$
219730	Ventriculomegaly with cystic kidney disease
219750	$Cystinosis, ocular nonnephropathic$
219800	$Cystinosis, atypical nephropathic$
219900	$Cystinosis, late-onset juvenile or adolescent nephropathic$
22	Retinitis pigmentos
220100	Cystinuria
220110	Mitochondrial complex IV deficiency
220111	$Leigh syndrome, French-Canadian type$
220120	D-glyceric aciduria
220150	$Hypouricemia, renal$
220210	Ritscher-Schinzel syndrome 1
220290	$Deafness, digenic GJB2/GJB6$
220400	Jervell and Lange-Nielsen syndrome
220500	DOOR syndrome
220600	Split-hand/foot malformation 1 with sensorineural hearing loss
221200	Deafness and myopia
221750	$Pituitary hormone deficiency, combined, 3$
221770	Nasu-Hakola disease
221820	$Leukoencephalopathy, diffuse hereditary, with spheroids$
221900	$Persistent hyperplastic primary vitreous, autosomal recessive$
222100	$Diabetes mellitus, type I, susceptibility to$
222300	Wolfram syndrome
222448	Donnai-Barrow syndrome
222470	Trichohepatoenteric syndrome 1
222600	$Diastrophic dysplasia, broad bone-platyspondylic variant$
222700	Lysinuric protein intolerance
222730	Dicarboxylic aminoaciduria
222748	Dihydropyrimidinuria
222765	$Rhizomelic chondrodysplasia punctata, type 2$
222800	Erythrocytosis due to bisphosphoglycerate mutase deficiency
222900	$Sucrase-isomaltase deficiency, congenital$
223000	$Lactase deficiency, congenital$
223100	Lactase persistence/nonpersistence
223360	Dopamine beta-hydroxylase deficiency
223800	Dyggve-Melchior-Clausen disease
223900	$Dysautonomia, familial$
224050	Cerebellar hypoplasia and mental retardation with or without quadrupedal locomotion 1
224100	$Dyserythropoietic anemia, congenital, type II$
224120	$Dyserythropoietic anemia, congenital, type Ia$
224230	$Dyskeratosis congenita, autosomal recessive 1$
224410	$Dyssegmental dysplasia, Silverman-Handmaker type$
224500	$Dystonia 2, torsion, autosomal recessive$
224690	Meier-Gorlin syndrome 1
224750	Schopf-Schulz-Passarge syndrome
224900	$Ectodermal dysplasia 10B, hypohidrotic/hair/tooth type, autosomal recessive$
225060	Orofacial cleft 7
225100	$Ectopia lentis, isolated, autosomal recessive$
225200	Ectopia lentis et pupillae
225250	$Hypothyroidism, congenital nongoitrous, 5$
225280	$Ectodermal dysplasia, ectrodactyly, and macular dystrophy$
225300	Split-hand/foot malformation 6
225320	$Ehlers-Danlos syndrome, cardiac valvular form$
225400	$Ehlers-Danlos syndrome, type VI$
225410	$Ehlers-Danlos syndrome, type VIIC$
225500	Ellis-van Creveld syndrome
225750	$Aicardi-Goutieres syndrome 1, dominant and recessive$
225753	Pontocerebellar hypoplasia type 4
225790	Proliferative vasculopathy and hydraencephaly-hydrocephaly syndrome
226200	Enterokinase deficiency
226400	Epidermodysplasia verruciformis
226600	$Epidermolysis bullosa dystrophica, autosomal recessive, modifier of$
226650	$Epidermolysis bullosa, generalized atrophic benign$
226670	Epidermolysis bullosa simplex with muscular dystrophy
226700	$Epidermolysis bullosa, junctional, Herlitz type$
226730	$Epidermolysis bullosa, junctional, with pyloric atresia$
226750	Kohlschutter-Tonz syndrome
226900	$Epiphyseal dysplasia, multiple, 4$
226980	Wolcott-Rallison syndrome
227220	$[Skin/hair/eye pigmentation 1, blond/brown hair]$
227240	$[Skin/hair/eye pigmentation 5, dark/light eyes]$
227260	$Focal facial dermal dysplasia 3, Setleis type$
227300	Combined factor V and VIII deficiency
227400	Factor V deficiency
227500	Factor VII deficiency
227600	Factor X deficiency
227645	$Fanconi anemia, complementation group C$
227646	$Fanconi anemia, complementation group D2$
227650	$Fanconi anemia, complementation group A$
227810	Fanconi-Bickel syndrome
228000	Farber lipogranulomatosis
228300	Hypogonadotropic hypogonadism 23 with or without anosmia
228520	Fibrochondrogenesis 1
228550	$Myofibromatosis, infantile, 1$
228600	Hyaline fibromatosis syndrome
228900	Du Pan syndrome
228930	Fuhrmann syndrome
228960	[High molecular weight kininogen deficiency]
228980	$[Fleck retina, familial benign]$
229050	$Folate malabsorption, hereditary$
229070	Hypogonadotropic hypogonadism 24 without anosmia
229100	Glutamate formiminotransferase deficiency
229200	Brittle cornea syndrome 1
229300	Friedreich ataxia with retained reflexes
229600	Fructose intolerance
229700	$Fructose-1,6-bisphosphatase deficiency$
229800	[Fructosuria]
23	$Mental retardation, X-linke$
230000	Fucosidosis
230200	Galactokinase deficiency with cataracts
230350	Galactose epimerase deficiency
230400	Galactosemia
230450	Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency
230500	$GM1-gangliosidosis, type I$
230600	$GM1-gangliosidosis, type II$
230650	$GM1-gangliosidosis, type III$
230740	GAPO syndrome
230800	$Gaucher disease, type I$
230900	$Gaucher disease, type II$
231000	$Gaucher disease, type III$
231005	$Gaucher disease, type IIIC$
231050	Geleophysic dysplasia 1
231070	Geroderma osteodysplasticum
231090	$Hydatidiform mole, recurrent, 1$
231095	Ghosal hematodiaphyseal syndrome
231200	$Giant platelet disorder, isolated$
231300	$Glaucoma 3A, primary open angle, congenital, juvenile, or adult onset$
231530	3-hydroxyacyl-CoA dehydrogenase deficiency
231550	Achalasia-addisonianism-alacrimia syndrome
231670	$Glutaricaciduria, type I$
231680	Glutaric acidemia IIB
231690	Glutaric aciduria III
231900	Hemolytic anemia due to glutathione synthetase deficiency
232200	Glycogen storage disease Ia
232220	Glycogen storage disease Ib
232240	Glycogen storage disease Ic
232300	Glycogen storage disease II
232400	Glycogen storage disease IIIb
232500	Glycogen storage disease IV
232600	McArdle disease
232700	Glycogen storage disease VI
232800	Glycogen storage disease VII
233100	Renal glucosuria
233300	Ovarian dysgenesis 1
233400	Perrault syndrome 1
233420	46XY sex reversal 7
233650	Combined cellular and humoral immune defects with granulomas
233690	$Chronic granulomatous disease, autosomal, due to deficiency of CYBA$
233700	Chronic granulomatous disease due to deficiency of NCF-1
233710	Chronic granulomatous disease due to deficiency of NCF-2
233910	$Hyperphenylalaninemia, BH4-deficient, B$
234000	Factor XII deficiency
234050	$Trichothiodystrophy 4, nonphotosensitive$
234200	Neurodegeneration with brain iron accumulation 1
234500	Hartnup disorder
234580	Heimler syndrome 1
234810	Pulmonary venoocclusive disease 2
235200	$HFE hemochromatosis, modifier of$
235400	$Hemolytic uremic syndrome, atypical, susceptibility to, 1$
235510	Hennekam lymphangiectasia-lymphedema syndrome 1
235550	Hepatic venoocclusive disease with immunodeficiency
235555	$Bile acid synthesis defect, congenital, 2$
235700	Hemolytic anemia due to hexokinase deficiency
235730	Mowat-Wilson syndrome
235800	[Histidinemia]
236000	$Hodgkin lymphoma, susceptibility to$
236200	$Thrombosis, hyperhomocysteinemic$
236250	Homocystinuria due to MTHFR deficiency
236270	$Homocystinuria-megaloblastic anemia, cbl E type$
236600	$Hydrocephalus, nonsyndromic, autosomal recessive$
236670	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1$
236680	Hydrolethalus syndrome
236700	McKusick-Kaufman syndrome
236730	Urofacial syndrome 1
236792	L-2-hydroxyglutaric aciduria
236800	Hydroxykynureninuria
237300	Carbamoylphosphate synthetase I deficiency
237310	N-acetylglutamate synthase deficiency
237450	$Hyperbilirubinemia, Rotor type, digenic$
237500	Dubin-Johnson syndrome
237900	$Hyperbilirubinemia, familial transient neonatal$
238320	$Luteinizing hormone resistance, female$
238600	Lipoprotein lipase deficiency
238700	Hyperlysinemia
238970	Hyperornithinemia-hyperammonemia-homocitrullinemia syndrome
239000	$Paget disease of bone 5, juvenile-onset$
239100	Van Buchem disease
239200	$Hyperparathyroidism, neonatal$
239300	Hyperphosphatasia with mental retardation syndrome 1
239500	$Hyperprolinemia, type I$
239510	$Hyperprolinemia, type II$
239850	Hypertrichotic osteochondrodysplasia
24	Retinitis pigmentos
240300	$Autoimmune polyendocrinopathy syndrome , type I, with or without reversible metaphyseal dysplasia$
240500	$Immunodeficiency, common variable, 2$
240600	$Glycogen storage disease 0, liver$
240800	$Hypoglycemia of infancy, leucine-sensitive$
240900	Hypoinsulinemic hypoglycemia with hemihypertrophy
241080	Woodhouse-Sakati syndrome
241200	$Bartter syndrome, type 2$
241410	Hypoparathyroidism-retardation-dysmorphism syndrome
241500	$Hypophosphatasia, infantile$
